# iSurf Session Log
# session: synth001
# date: 20260602_165920
# mode: Standard
# devMode: false
# sampleRate: 50 Hz
# --- 6 Parameters ---
# minSpeed(m/s): 4.17
# takeoffG(g): 1.50
# landingG(g): 2.00
# minAirtime(s): 0.50
# maxAirtime(s): 8.00
# cooldown(s): 1.50
# --- Columns ---
# ax/ay/az = userAcceleration (g, gravity removed)
# gx/gy/gz = gyroscope (rad/s)
# gvX/gvY/gvZ = gravity vector (g)
# baro = barometric pressure (hPa)
# baseBaro = rolling baseline pressure (hPa)
# spd = GPS speed (m/s)
# lowG = consecutive low-g sample count
# -----------------------
idx,t,ax,ay,az,aM,gx,gy,gz,gM,gvX,gvY,gvZ,baro,baseBaro,spd,lowG,state,evt
6649,132.960,0.076,-0.085,-0.022,0.116,-0.047,0.030,-0.038,0.067,-0.002,-0.002,-1.007,1013.16,1013.25,8.44,0,RIDING,
6650,132.980,-0.029,-0.040,-0.142,0.150,0.101,0.108,0.063,0.161,0.013,-0.010,-0.991,1013.29,1013.25,8.38,0,RIDING,
6651,133.000,0.049,0.115,-0.065,0.141,-0.002,-0.038,-0.047,0.060,-0.004,0.017,-0.986,1013.23,1013.25,8.38,0,RIDING,
6652,133.020,-0.190,-0.053,0.011,0.198,-0.053,-0.005,-0.072,0.089,0.019,-0.003,-0.979,1013.20,1013.25,8.30,0,RIDING,
6653,133.040,0.055,0.089,0.020,0.107,-0.057,-0.026,-0.025,0.067,-0.005,0.011,-1.008,1013.28,1013.25,8.51,0,RIDING,
6654,133.060,0.058,-0.025,-0.077,0.100,-0.099,-0.096,-0.030,0.141,0.009,-0.016,-0.990,1013.24,1013.25,8.59,0,RIDING,
6655,133.080,-0.021,0.009,-0.055,0.060,0.088,0.009,-0.092,0.127,0.011,0.010,-0.994,1013.28,1013.25,8.38,0,RIDING,
6656,133.100,-0.078,0.071,-0.174,0.204,0.012,0.006,0.061,0.063,-0.011,-0.024,-0.985,1013.26,1013.25,8.45,0,RIDING,
6657,133.120,-0.043,0.114,0.112,0.165,-0.106,-0.025,0.011,0.110,0.016,-0.013,-0.998,1013.29,1013.25,8.53,0,RIDING,
6658,133.140,0.034,0.024,-0.040,0.058,0.020,-0.029,-0.161,0.165,0.011,0.008,-1.003,1013.23,1013.25,8.53,0,RIDING,
6659,133.160,-0.037,0.144,-0.065,0.162,0.126,-0.041,-0.046,0.140,0.011,-0.014,-1.003,1013.20,1013.25,8.20,0,RIDING,
6660,133.180,-0.121,0.074,-0.031,0.145,-0.027,-0.064,-0.069,0.098,-0.015,0.001,-1.006,1013.19,1013.25,8.96,0,RIDING,
6661,133.200,0.014,-0.107,0.027,0.111,-0.002,-0.000,-0.045,0.045,-0.011,-0.001,-1.001,1013.29,1013.25,8.30,0,RIDING,
6662,133.220,0.052,0.010,0.006,0.054,0.058,-0.029,0.089,0.110,0.003,0.007,-0.988,1013.27,1013.25,8.78,0,RIDING,
6663,133.240,0.015,0.101,-0.081,0.131,0.021,0.040,0.107,0.116,0.007,0.013,-0.988,1013.34,1013.25,8.40,0,RIDING,
6664,133.260,-0.015,0.052,0.000,0.054,0.002,0.057,-0.134,0.145,0.008,0.011,-0.981,1013.27,1013.25,8.45,0,RIDING,
6665,133.280,0.110,-0.006,-0.050,0.121,-0.010,0.036,0.017,0.041,-0.005,0.000,-1.012,1013.16,1013.25,8.41,0,RIDING,
6666,133.300,-0.050,-0.126,0.041,0.142,-0.027,-0.078,0.063,0.104,0.003,-0.001,-0.999,1013.30,1013.25,8.85,0,RIDING,
6667,133.320,0.041,0.194,0.009,0.198,-0.093,0.030,-0.020,0.100,-0.002,-0.006,-1.008,1013.26,1013.25,8.68,0,RIDING,
6668,133.340,-0.066,0.105,-0.094,0.156,-0.021,-0.070,-0.037,0.082,0.008,0.013,-1.005,1013.26,1013.25,8.52,0,RIDING,
6669,133.360,-0.075,0.051,-0.028,0.095,0.041,0.027,-0.029,0.057,0.003,0.005,-1.002,1013.33,1013.25,8.51,0,RIDING,
6670,133.380,0.035,0.255,0.047,0.262,-0.075,-0.018,0.024,0.080,-0.001,0.008,-0.999,1013.28,1013.25,8.59,0,RIDING,
6671,133.400,0.040,-0.035,0.035,0.064,0.065,-0.126,0.009,0.142,-0.003,0.019,-1.018,1013.26,1013.25,8.45,0,RIDING,
6672,133.420,-0.075,-0.088,-0.045,0.124,0.071,0.014,-0.030,0.078,0.006,-0.009,-0.987,1013.23,1013.25,8.89,0,RIDING,
6673,133.440,-0.151,-0.117,-0.132,0.232,-0.016,0.023,0.095,0.099,0.005,-0.001,-0.978,1013.31,1013.25,8.40,0,RIDING,
6674,133.460,-0.010,0.122,0.006,0.122,-0.023,-0.022,0.018,0.036,0.020,-0.006,-1.010,1013.28,1013.25,8.62,0,RIDING,
6675,133.480,0.182,-0.022,0.044,0.189,0.003,-0.079,0.139,0.160,0.019,0.016,-1.001,1013.28,1013.25,8.19,0,RIDING,
6676,133.500,-0.038,0.010,-0.048,0.062,0.042,0.070,0.019,0.084,-0.007,-0.009,-1.014,1013.22,1013.25,8.75,0,RIDING,
6677,133.520,-0.014,-0.000,-0.009,0.016,0.028,-0.058,0.012,0.065,0.013,-0.004,-0.994,1013.25,1013.25,8.98,0,RIDING,
6678,133.540,0.052,-0.058,0.182,0.197,-0.006,-0.012,-0.069,0.070,0.004,0.001,-0.997,1013.25,1013.25,8.21,0,RIDING,
6679,133.560,-0.149,-0.098,-0.115,0.212,0.023,-0.048,0.020,0.057,-0.017,0.007,-0.993,1013.20,1013.25,8.63,0,RIDING,
6680,133.580,-0.002,0.064,0.077,0.100,0.017,-0.010,-0.060,0.064,-0.002,0.020,-1.014,1013.22,1013.25,8.56,0,RIDING,
6681,133.600,0.086,0.059,0.121,0.160,0.002,0.007,0.031,0.032,-0.007,0.005,-1.015,1013.30,1013.25,8.70,0,RIDING,
6682,133.620,-0.003,-0.016,0.039,0.043,0.019,-0.028,0.030,0.045,0.005,0.022,-1.015,1013.18,1013.25,8.36,0,RIDING,
6683,133.640,0.063,-0.112,0.079,0.151,-0.061,-0.066,-0.010,0.090,-0.006,-0.013,-1.027,1013.27,1013.25,8.63,0,RIDING,
6684,133.660,-0.009,-0.027,0.102,0.106,0.079,0.026,0.026,0.087,-0.008,0.004,-1.001,1013.22,1013.25,8.76,0,RIDING,
6685,133.680,-0.050,-0.011,0.033,0.061,-0.000,-0.067,0.023,0.070,0.020,-0.004,-1.017,1013.27,1013.25,8.71,0,RIDING,
6686,133.700,0.083,0.065,0.014,0.106,0.006,0.022,0.075,0.078,-0.003,-0.005,-0.995,1013.28,1013.25,8.96,0,RIDING,
6687,133.720,0.070,0.018,0.217,0.229,-0.010,-0.085,0.002,0.086,-0.023,-0.014,-0.987,1013.27,1013.25,8.26,0,RIDING,
6688,133.740,0.060,-0.010,-0.077,0.098,-0.038,0.053,0.051,0.083,0.015,-0.004,-0.990,1013.28,1013.25,8.97,0,RIDING,
6689,133.760,-0.038,0.070,-0.066,0.103,0.043,-0.021,-0.084,0.097,-0.024,0.005,-0.996,1013.27,1013.25,7.96,0,RIDING,
6690,133.780,0.134,0.052,0.109,0.181,-0.081,-0.071,-0.003,0.108,-0.010,-0.015,-0.992,1013.25,1013.25,8.01,0,RIDING,
6691,133.800,0.016,-0.066,-0.075,0.101,-0.051,0.056,0.030,0.081,0.002,-0.017,-1.013,1013.24,1013.25,8.62,0,RIDING,
6692,133.820,-0.077,0.121,0.051,0.152,0.002,-0.091,-0.027,0.095,-0.014,-0.013,-1.010,1013.27,1013.25,8.89,0,RIDING,
6693,133.840,-0.058,-0.063,-0.102,0.133,0.016,-0.064,0.045,0.080,0.009,0.001,-0.989,1013.25,1013.25,8.51,0,RIDING,
6694,133.860,-0.084,0.000,0.007,0.084,-0.011,-0.025,0.006,0.028,-0.001,0.002,-0.982,1013.33,1013.25,8.40,0,RIDING,
6695,133.880,-0.083,0.169,-0.034,0.191,-0.042,-0.041,-0.011,0.060,0.007,-0.040,-0.996,1013.24,1013.25,9.01,0,RIDING,
6696,133.900,-0.155,-0.004,0.133,0.205,0.012,-0.005,-0.049,0.051,-0.015,0.001,-1.017,1013.21,1013.25,9.00,0,RIDING,
6697,133.920,0.060,0.121,-0.073,0.154,0.014,0.034,0.011,0.039,0.012,0.016,-0.994,1013.27,1013.25,7.97,0,RIDING,
6698,133.940,-0.031,0.012,-0.015,0.036,0.014,0.062,0.124,0.139,0.018,0.010,-1.002,1013.22,1013.25,8.85,0,RIDING,
6699,133.960,0.036,-0.015,-0.092,0.100,-0.000,0.000,0.080,0.080,-0.013,0.009,-0.993,1013.25,1013.25,8.34,0,RIDING,
6700,133.980,0.129,-0.046,-0.019,0.139,-0.123,0.030,-0.072,0.146,0.017,-0.004,-1.010,1013.30,1013.25,8.57,0,RIDING,
6701,134.000,-0.033,-0.031,-0.032,0.055,0.010,0.047,0.076,0.090,0.006,0.012,-0.992,1013.21,1013.25,8.43,0,RIDING,
6702,134.020,-0.019,0.055,-0.037,0.069,0.056,-0.099,0.011,0.115,-0.024,-0.025,-1.005,1013.28,1013.25,8.43,0,RIDING,
6703,134.040,0.115,-0.022,-0.022,0.119,-0.034,0.056,-0.019,0.069,-0.001,0.004,-1.000,1013.20,1013.25,8.62,0,RIDING,
6704,134.060,0.072,-0.041,-0.007,0.083,0.072,0.021,0.048,0.089,0.018,-0.012,-1.004,1013.24,1013.25,8.45,0,RIDING,
6705,134.080,-0.147,-0.052,-0.012,0.157,-0.029,0.019,0.014,0.037,0.003,0.001,-0.986,1013.26,1013.25,8.65,0,RIDING,
6706,134.100,0.098,-0.047,0.069,0.129,-0.072,-0.084,-0.026,0.114,-0.012,0.005,-0.994,1013.32,1013.25,8.19,0,RIDING,
6707,134.120,-0.033,-0.054,0.012,0.064,-0.021,-0.006,0.040,0.046,-0.000,-0.010,-0.987,1013.26,1013.25,8.45,0,RIDING,
6708,134.140,-0.049,0.101,0.008,0.113,0.000,0.025,-0.002,0.025,-0.022,0.010,-1.013,1013.17,1013.25,8.43,0,RIDING,
6709,134.160,0.045,-0.127,-0.014,0.135,-0.054,0.051,-0.040,0.084,-0.008,0.010,-0.985,1013.29,1013.25,7.93,0,RIDING,
6710,134.180,0.034,-0.010,0.100,0.106,0.061,0.052,-0.067,0.104,0.006,-0.017,-0.987,1013.24,1013.25,8.89,0,RIDING,
6711,134.200,-0.088,0.083,0.015,0.122,0.009,0.044,-0.009,0.046,0.001,0.022,-1.008,1013.30,1013.25,8.65,0,RIDING,
6712,134.220,0.159,0.212,-0.140,0.300,-0.015,0.072,0.012,0.074,0.006,-0.017,-1.020,1013.32,1013.25,9.03,0,RIDING,
6713,134.240,-0.005,0.100,0.079,0.128,-0.021,-0.053,0.003,0.058,-0.012,-0.000,-0.995,1013.25,1013.25,7.72,0,RIDING,
6714,134.260,0.020,-0.090,0.041,0.101,-0.066,0.106,-0.041,0.132,0.004,-0.009,-1.014,1013.29,1013.25,8.32,0,RIDING,
6715,134.280,-0.071,-0.079,0.016,0.108,0.013,-0.005,-0.006,0.016,0.015,0.001,-0.996,1013.25,1013.25,8.35,0,RIDING,
6716,134.300,-0.110,0.112,0.005,0.157,-0.031,-0.020,0.081,0.089,-0.016,0.007,-1.008,1013.24,1013.25,8.66,0,RIDING,
6717,134.320,0.133,-0.013,0.063,0.148,0.000,0.047,0.098,0.109,0.004,0.004,-0.994,1013.31,1013.25,8.75,0,RIDING,
6718,134.340,-0.100,0.113,-0.088,0.175,-0.013,-0.010,-0.036,0.039,-0.013,-0.004,-1.003,1013.30,1013.25,8.93,0,RIDING,
6719,134.360,0.090,0.064,0.092,0.144,0.055,0.043,-0.046,0.084,-0.006,0.003,-0.990,1013.29,1013.25,8.73,0,RIDING,
6720,134.380,0.020,0.001,0.023,0.031,-0.004,-0.035,-0.030,0.046,0.007,-0.019,-1.008,1013.26,1013.25,8.14,0,RIDING,
6721,134.400,-0.082,-0.102,-0.029,0.134,0.042,0.019,0.013,0.048,0.010,0.009,-1.005,1013.22,1013.25,8.89,0,RIDING,
6722,134.420,0.003,-0.007,-0.037,0.038,-0.018,-0.018,-0.037,0.045,0.007,-0.006,-0.998,1013.33,1013.25,8.64,0,RIDING,
6723,134.440,-0.108,0.052,0.014,0.120,0.027,0.049,0.046,0.073,-0.012,0.001,-0.993,1013.22,1013.25,8.56,0,RIDING,
6724,134.460,0.028,-0.106,0.011,0.110,-0.000,0.097,0.037,0.104,-0.006,-0.019,-1.001,1013.23,1013.25,8.82,0,RIDING,
6725,134.480,0.007,0.008,-0.003,0.011,-0.017,0.029,-0.062,0.070,0.001,-0.010,-1.006,1013.17,1013.25,8.83,0,RIDING,
6726,134.500,0.025,-0.007,-0.148,0.150,0.035,0.034,0.054,0.073,0.014,-0.001,-0.991,1013.28,1013.25,8.95,0,RIDING,
6727,134.520,0.011,0.076,0.016,0.078,-0.090,-0.022,-0.000,0.093,0.027,-0.009,-1.002,1013.22,1013.25,8.24,0,RIDING,
6728,134.540,0.063,0.021,-0.071,0.097,0.027,0.103,0.031,0.111,-0.008,0.019,-0.996,1013.31,1013.25,8.54,0,RIDING,
6729,134.560,-0.051,-0.028,0.173,0.183,0.016,-0.064,0.073,0.099,0.026,0.009,-1.016,1013.28,1013.25,8.62,0,RIDING,
6730,134.580,0.010,0.045,0.032,0.057,0.013,-0.102,-0.009,0.103,-0.008,0.008,-1.016,1013.25,1013.25,8.75,0,RIDING,
6731,134.600,-0.103,-0.116,0.225,0.273,0.025,-0.003,-0.045,0.052,-0.005,-0.012,-1.020,1013.31,1013.25,8.15,0,RIDING,
6732,134.620,-0.022,0.091,-0.028,0.098,0.055,0.062,-0.050,0.096,0.005,0.002,-1.015,1013.22,1013.25,8.22,0,RIDING,
6733,134.640,-0.036,-0.035,-0.046,0.069,-0.073,-0.108,0.027,0.133,0.010,0.005,-0.994,1013.29,1013.25,8.36,0,RIDING,
6734,134.660,0.011,-0.007,-0.112,0.113,-0.027,-0.012,-0.058,0.065,-0.009,-0.012,-0.998,1013.28,1013.25,8.52,0,RIDING,
6735,134.680,-0.006,0.055,-0.054,0.078,-0.068,0.050,-0.014,0.085,0.005,0.003,-1.013,1013.28,1013.25,8.15,0,RIDING,
6736,134.700,0.082,0.074,0.062,0.126,0.004,0.019,0.024,0.031,-0.013,0.015,-0.993,1013.30,1013.25,8.67,0,RIDING,
6737,134.720,-0.080,-0.044,0.033,0.097,-0.057,0.049,-0.091,0.118,0.001,0.011,-0.996,1013.24,1013.25,8.61,0,RIDING,
6738,134.740,-0.009,0.189,-0.074,0.203,-0.038,0.007,0.088,0.096,0.007,-0.002,-1.016,1013.21,1013.25,8.17,0,RIDING,
6739,134.760,0.034,-0.116,-0.026,0.124,0.077,-0.086,-0.042,0.123,-0.017,-0.023,-0.995,1013.22,1013.25,8.46,0,RIDING,
6740,134.780,-0.065,-0.209,0.022,0.220,-0.035,0.021,-0.069,0.080,0.006,0.009,-1.004,1013.20,1013.25,8.22,0,RIDING,
6741,134.800,-0.077,-0.116,0.059,0.151,-0.012,0.110,0.123,0.166,0.005,-0.003,-1.003,1013.27,1013.25,8.14,0,RIDING,
6742,134.820,0.092,-0.026,0.175,0.199,-0.026,0.041,-0.138,0.147,0.023,-0.011,-1.009,1013.20,1013.25,8.72,0,RIDING,
6743,134.840,-0.011,0.180,-0.050,0.187,0.076,0.008,0.014,0.078,-0.008,0.012,-0.998,1013.31,1013.25,9.05,0,RIDING,
6744,134.860,0.043,-0.020,0.015,0.050,0.037,-0.061,0.034,0.079,0.004,0.016,-1.020,1013.22,1013.25,8.70,0,RIDING,
6745,134.880,-0.115,-0.102,-0.191,0.245,0.036,-0.015,0.068,0.079,-0.001,-0.006,-1.007,1013.22,1013.25,8.68,0,RIDING,
6746,134.900,-0.052,-0.104,-0.071,0.136,0.011,-0.022,-0.035,0.042,0.012,0.000,-1.018,1013.23,1013.25,7.94,0,RIDING,
6747,134.920,0.023,0.057,0.006,0.062,0.028,0.059,-0.010,0.066,0.002,0.008,-1.015,1013.22,1013.25,8.69,0,RIDING,
6748,134.940,0.004,0.082,-0.037,0.090,-0.009,0.070,-0.111,0.131,-0.011,-0.003,-0.995,1013.28,1013.25,8.55,0,RIDING,
6749,134.960,-0.084,-0.030,-0.013,0.090,0.056,-0.001,-0.045,0.072,0.001,-0.011,-0.993,1013.26,1013.25,8.17,0,RIDING,
6750,134.980,0.014,-0.017,0.036,0.042,-0.048,-0.019,-0.031,0.060,0.015,-0.003,-0.985,1013.30,1013.25,8.70,0,RIDING,
6751,135.000,0.078,-0.098,-0.006,0.125,-0.064,-0.068,-0.015,0.094,0.007,-0.013,-1.003,1013.21,1013.25,8.28,0,RIDING,
6752,135.020,0.130,-0.004,-0.019,0.131,0.034,-0.060,-0.017,0.070,-0.004,-0.005,-0.999,1013.26,1013.25,8.39,0,RIDING,
6753,135.040,-0.190,-0.005,-0.006,0.190,-0.019,-0.075,-0.017,0.079,-0.007,0.007,-1.008,1013.17,1013.25,8.45,0,RIDING,
6754,135.060,0.035,-0.026,-0.007,0.044,0.057,0.041,-0.122,0.140,-0.000,-0.006,-0.996,1013.28,1013.25,8.76,0,RIDING,
6755,135.080,0.037,-0.131,0.075,0.155,-0.088,-0.007,-0.008,0.088,-0.003,-0.006,-0.997,1013.32,1013.25,8.30,0,RIDING,
6756,135.100,-0.028,-0.095,-0.098,0.139,0.064,-0.013,0.043,0.078,0.001,0.009,-0.993,1013.27,1013.25,8.31,0,RIDING,
6757,135.120,-0.042,-0.053,0.011,0.069,-0.038,0.003,0.031,0.049,0.020,0.009,-1.008,1013.27,1013.25,8.15,0,RIDING,
6758,135.140,0.045,0.170,-0.011,0.177,0.089,-0.040,-0.099,0.139,0.002,0.002,-1.022,1013.31,1013.25,8.94,0,RIDING,
6759,135.160,0.032,0.105,-0.121,0.164,0.042,0.021,0.063,0.078,-0.013,0.011,-0.991,1013.22,1013.25,8.01,0,RIDING,
6760,135.180,-0.043,-0.026,-0.026,0.057,-0.038,0.006,0.039,0.055,0.015,0.020,-1.019,1013.20,1013.25,8.47,0,RIDING,
6761,135.200,0.024,0.137,-0.100,0.171,-0.032,-0.090,-0.055,0.111,-0.002,0.002,-0.999,1013.24,1013.25,8.66,0,RIDING,
6762,135.220,-0.053,0.048,-0.055,0.090,0.060,-0.013,-0.004,0.062,-0.025,-0.009,-1.006,1013.30,1013.25,8.09,0,RIDING,
6763,135.240,-0.017,0.010,0.094,0.096,0.006,0.007,-0.034,0.035,0.020,-0.004,-0.992,1013.31,1013.25,8.76,0,RIDING,
6764,135.260,-0.016,0.061,-0.055,0.084,0.050,-0.028,0.051,0.077,-0.019,0.009,-0.993,1013.28,1013.25,8.62,0,RIDING,
6765,135.280,0.069,-0.128,-0.184,0.234,-0.022,0.025,-0.025,0.041,0.005,-0.000,-0.993,1013.28,1013.25,8.52,0,RIDING,
6766,135.300,-0.022,-0.019,0.041,0.050,-0.021,0.024,0.009,0.033,0.011,0.008,-1.001,1013.28,1013.25,8.86,0,RIDING,
6767,135.320,-0.032,-0.021,-0.050,0.063,-0.080,-0.067,-0.006,0.105,0.003,0.001,-0.976,1013.23,1013.25,8.01,0,RIDING,
6768,135.340,0.012,0.045,-0.038,0.060,-0.014,-0.032,-0.022,0.041,0.002,-0.001,-1.003,1013.23,1013.25,8.58,0,RIDING,
6769,135.360,-0.141,-0.008,0.063,0.154,0.042,0.009,-0.080,0.091,-0.006,0.009,-0.994,1013.27,1013.25,8.52,0,RIDING,
6770,135.380,-0.084,-0.146,0.020,0.170,-0.011,0.068,0.082,0.107,0.002,-0.006,-0.982,1013.27,1013.25,8.98,0,RIDING,
6771,135.400,0.015,-0.139,0.115,0.181,0.022,0.020,-0.019,0.035,0.009,0.003,-1.015,1013.34,1013.25,8.74,0,RIDING,
6772,135.420,0.052,0.073,-0.047,0.101,0.027,0.006,-0.000,0.027,0.007,-0.001,-1.007,1013.26,1013.25,8.75,0,RIDING,
6773,135.440,-0.012,0.106,0.050,0.118,-0.017,0.023,-0.030,0.041,-0.009,0.010,-0.991,1013.25,1013.25,8.27,0,RIDING,
6774,135.460,-0.050,-0.046,0.031,0.075,0.027,0.049,0.007,0.056,-0.011,-0.003,-1.004,1013.27,1013.25,8.43,0,RIDING,
6775,135.480,-0.081,0.036,-0.031,0.094,-0.025,0.020,-0.010,0.034,-0.003,-0.001,-0.999,1013.31,1013.25,8.29,0,RIDING,
6776,135.500,-0.172,-0.013,-0.021,0.174,0.094,-0.048,-0.007,0.105,0.006,0.007,-1.006,1013.35,1013.25,8.14,0,RIDING,
6777,135.520,-0.077,-0.093,-0.041,0.127,-0.013,0.038,0.071,0.081,0.010,-0.014,-0.997,1013.26,1013.25,8.54,0,RIDING,
6778,135.540,0.026,-0.165,-0.042,0.172,0.070,-0.014,0.020,0.074,0.000,0.011,-1.018,1013.25,1013.25,8.28,0,RIDING,
6779,135.560,-0.104,0.014,-0.098,0.144,-0.020,-0.095,-0.026,0.100,-0.013,-0.013,-1.017,1013.17,1013.25,8.34,0,RIDING,
6780,135.580,-0.031,-0.011,0.034,0.047,0.054,0.036,-0.018,0.067,-0.009,0.007,-1.005,1013.27,1013.25,8.53,0,RIDING,
6781,135.600,-0.041,-0.009,-0.041,0.059,-0.005,0.008,-0.033,0.034,0.016,-0.002,-0.990,1013.30,1013.25,8.72,0,RIDING,
6782,135.620,0.030,-0.064,-0.019,0.073,0.064,-0.048,0.016,0.081,0.006,0.004,-1.001,1013.21,1013.25,8.65,0,RIDING,
6783,135.640,-0.015,0.113,0.015,0.115,-0.004,-0.097,-0.024,0.100,0.024,-0.005,-0.994,1013.33,1013.25,8.46,0,RIDING,
6784,135.660,0.079,0.015,-0.024,0.084,-0.063,0.038,-0.011,0.074,0.005,0.006,-0.998,1013.25,1013.25,9.07,0,RIDING,
6785,135.680,-0.061,-0.164,-0.033,0.178,-0.009,0.055,0.038,0.067,-0.003,0.001,-0.986,1013.22,1013.25,8.81,0,RIDING,
6786,135.700,0.066,0.087,-0.096,0.146,0.019,-0.007,-0.012,0.024,0.000,0.001,-0.997,1013.20,1013.25,8.28,0,RIDING,
6787,135.720,0.089,-0.049,0.093,0.138,0.056,-0.032,-0.089,0.110,0.001,-0.003,-1.003,1013.26,1013.25,8.63,0,RIDING,
6788,135.740,-0.109,-0.100,0.105,0.181,-0.031,0.055,-0.092,0.112,0.021,0.009,-1.011,1013.24,1013.25,7.86,0,RIDING,
6789,135.760,0.046,0.121,0.017,0.130,0.064,0.042,0.074,0.107,-0.002,-0.004,-0.996,1013.16,1013.25,8.64,0,RIDING,
6790,135.780,0.035,-0.029,-0.092,0.103,0.071,0.055,0.004,0.090,-0.006,0.008,-1.001,1013.25,1013.25,8.47,0,RIDING,
6791,135.800,-0.038,0.017,-0.086,0.096,0.133,-0.124,0.046,0.188,-0.005,-0.014,-0.999,1013.17,1013.25,8.52,0,RIDING,
6792,135.820,-0.058,0.010,-0.071,0.092,-0.022,0.012,-0.059,0.064,0.005,-0.005,-0.996,1013.16,1013.25,8.67,0,RIDING,
6793,135.840,-0.016,0.073,-0.115,0.137,-0.087,-0.011,0.017,0.090,-0.016,-0.014,-1.009,1013.23,1013.25,8.63,0,RIDING,
6794,135.860,0.068,0.022,-0.023,0.075,0.110,-0.071,-0.089,0.158,0.003,-0.011,-0.991,1013.22,1013.25,8.45,0,RIDING,
6795,135.880,0.014,0.015,0.014,0.025,0.013,-0.085,-0.110,0.139,0.009,0.001,-0.994,1013.23,1013.25,8.60,0,RIDING,
6796,135.900,0.009,-0.008,-0.017,0.021,0.046,-0.037,0.051,0.077,0.004,0.005,-0.992,1013.23,1013.25,9.02,0,RIDING,
6797,135.920,0.009,0.041,0.043,0.060,0.012,-0.055,-0.007,0.057,-0.026,0.007,-0.991,1013.29,1013.25,8.58,0,RIDING,
6798,135.940,0.024,0.050,0.067,0.087,-0.006,-0.064,0.013,0.066,-0.013,0.011,-1.004,1013.23,1013.25,8.51,0,RIDING,
6799,135.960,-0.131,-0.018,0.116,0.176,-0.010,-0.064,-0.021,0.068,0.011,-0.012,-1.011,1013.21,1013.25,8.24,0,RIDING,
6800,135.980,-0.018,0.116,-0.028,0.121,0.074,0.019,0.014,0.078,-0.010,0.021,-0.995,1013.32,1013.25,8.10,0,RIDING,
6801,136.000,-0.068,-0.083,-0.012,0.108,0.060,-0.027,0.029,0.072,0.004,-0.001,-1.013,1013.31,1013.25,8.31,0,RIDING,
6802,136.020,0.029,-0.007,-0.091,0.096,0.015,-0.065,-0.001,0.066,0.006,0.013,-1.011,1013.31,1013.25,8.51,0,RIDING,
6803,136.040,0.073,0.173,0.077,0.203,-0.018,-0.053,0.089,0.105,-0.011,-0.017,-1.014,1013.24,1013.25,8.84,0,RIDING,
6804,136.060,0.121,-0.089,-0.008,0.150,0.102,-0.061,-0.051,0.129,-0.018,-0.009,-0.999,1013.26,1013.25,8.30,0,RIDING,
6805,136.080,0.033,-0.158,-0.115,0.198,-0.017,-0.032,-0.054,0.066,-0.008,-0.013,-0.986,1013.33,1013.25,8.60,0,RIDING,
6806,136.100,-0.218,0.060,0.047,0.231,0.075,0.046,-0.018,0.090,-0.015,-0.012,-1.007,1013.20,1013.25,7.89,0,RIDING,
6807,136.120,0.034,-0.043,0.019,0.058,0.030,-0.017,-0.025,0.042,-0.012,0.004,-1.004,1013.23,1013.25,8.39,0,RIDING,
6808,136.140,-0.116,-0.126,0.071,0.186,0.008,0.007,0.036,0.038,-0.007,0.012,-0.998,1013.21,1013.25,7.98,0,RIDING,
6809,136.160,0.010,-0.069,-0.034,0.078,0.075,0.034,-0.014,0.084,-0.009,0.007,-0.995,1013.24,1013.25,8.18,0,RIDING,
6810,136.180,0.111,-0.016,0.157,0.193,0.131,0.005,-0.067,0.147,-0.001,0.009,-0.995,1013.28,1013.25,8.57,0,RIDING,
6811,136.200,0.032,0.144,0.077,0.166,-0.040,-0.134,-0.000,0.140,0.000,-0.012,-1.006,1013.22,1013.25,8.61,0,RIDING,
6812,136.220,0.113,0.017,0.043,0.122,-0.013,0.024,0.010,0.029,0.003,0.014,-1.002,1013.28,1013.25,8.15,0,RIDING,
6813,136.240,-0.034,-0.024,-0.069,0.081,-0.018,0.015,-0.005,0.024,-0.014,-0.002,-1.001,1013.21,1013.25,8.88,0,RIDING,
6814,136.260,0.063,-0.039,0.077,0.107,-0.112,-0.114,-0.057,0.169,-0.001,-0.008,-1.003,1013.26,1013.25,8.38,0,RIDING,
6815,136.280,0.071,0.096,-0.056,0.132,-0.020,0.009,-0.006,0.022,0.004,-0.008,-0.985,1013.28,1013.25,8.18,0,RIDING,
6816,136.300,0.006,-0.042,-0.055,0.070,0.017,-0.060,0.048,0.078,-0.000,-0.011,-1.002,1013.22,1013.25,8.43,0,RIDING,
6817,136.320,0.028,-0.057,-0.058,0.086,-0.017,0.042,0.026,0.052,0.020,0.012,-1.009,1013.22,1013.25,8.58,0,RIDING,
6818,136.340,-0.068,0.011,-0.060,0.091,0.024,-0.028,0.012,0.039,-0.002,0.021,-1.004,1013.27,1013.25,8.43,0,RIDING,
6819,136.360,0.041,-0.002,0.170,0.175,0.009,0.157,0.000,0.157,0.008,-0.002,-0.988,1013.26,1013.25,8.83,0,RIDING,
6820,136.380,0.042,0.033,0.060,0.081,-0.078,0.089,-0.006,0.118,-0.010,0.002,-0.994,1013.27,1013.25,8.43,0,RIDING,
6821,136.400,0.133,-0.166,-0.108,0.239,0.010,0.054,-0.016,0.057,-0.013,-0.000,-1.016,1013.24,1013.25,8.89,0,RIDING,
6822,136.420,0.153,0.107,0.012,0.187,0.085,0.090,-0.049,0.133,0.006,-0.006,-0.999,1013.21,1013.25,8.69,0,RIDING,
